id_conce,dia;mes;qt_acidentes;id_risco
11;3;2;3;1
11;3;2;1;2
11;3;3;1;1
11;3;4;1;1
11;3;6;1;3
11;3;11;1;1
11;3;12;1;1
11;4;1;1;1
11;4;4;2;1
11;4;11;1;1
11;4;11;1;2
11;4;12;1;3
11;5;5;2;1
11;5;6;1;2
11;5;11;1;1
11;5;11;1;2
11;6;1;1;1
11;6;5;1;1
11;6;9;1;1
11;6;10;1;1
11;7;5;1;2
11;7;8;2;1
11;7;8;1;2
11;7;10;1;1
11;8;1;1;1
11;8;9;1;1
11;8;9;1;2
11;8;10;1;2
11;8;12;1;2
11;9;2;1;2
11;9;3;1;1
11;9;5;1;1
11;9;6;1;1
11;9;7;1;1
11;9;7;1;2
11;9;7;1;3
11;9;10;1;2
11;9;11;1;2
11;10;1;1;1
11;10;3;1;2
11;10;6;1;1
11;10;7;1;1
11;10;12;1;2
11;10;12;1;3
11;11;4;1;1
11;11;5;1;2
11;11;7;1;2
11;11;8;1;1
11;11;10;1;1
11;11;10;1;2
11;11;11;1;1
11;12;5;1;1
11;12;5;1;2
11;12;8;1;3
11;12;9;1;2
11;13;2;1;1
11;13;4;1;2
11;13;7;1;2
11;13;10;1;1
11;13;11;1;2
11;14;3;1;1
11;14;4;1;2
11;14;5;2;1
11;14;6;1;1
11;14;10;1;1
11;14;11;1;1
11;15;1;1;1
11;15;1;1;2
11;15;2;1;2
11;15;7;1;2
11;15;8;1;1
11;16;1;1;2
11;16;7;1;2
11;16;9;1;2
11;16;10;1;1
11;16;11;1;2
11;16;12;3;1
11;17;9;1;2
11;17;11;1;1
11;17;11;1;2
11;18;5;2;1
11;18;8;1;1
11;18;9;1;1
11;19;4;1;1
11;19;9;1;1
11;19;11;2;1
11;19;12;1;1
11;20;5;1;2
11;20;8;1;2
11;20;10;2;1
11;20;11;1;2
11;21;4;1;1
11;21;10;1;1
11;21;12;1;1
11;22;3;1;1
11;22;6;1;1
11;22;10;2;2
11;22;12;2;1
11;23;6;1;1
11;23;7;1;3
11;23;12;1;2
11;24;2;1;1
11;24;4;1;1
11;24;4;1;2
11;24;8;2;2
11;24;9;1;2
11;25;1;1;2
11;25;4;1;1
11;25;6;3;2
11;25;6;1;3
11;26;4;1;2
11;26;8;1;2
11;26;9;1;1
11;27;3;1;1
11;27;4;1;1
11;27;8;1;1
11;27;10;1;1
11;27;11;1;2
11;27;12;1;1
11;28;1;1;1
11;28;3;1;2
11;28;4;1;1
11;28;6;1;2
11;28;7;1;1
11;29;3;1;1
11;29;9;1;1
11;30;1;1;1
11;30;4;1;1
11;30;10;1;2
11;30;12;1;1
11;31;3;1;1
11;31;5;1;1
11;31;7;1;1
12;3;7;1;2
12;5;3;1;1
12;6;2;1;2
12;6;5;1;1
12;8;2;1;1
12;9;1;1;2
12;9;7;1;2
12;9;12;1;1
12;10;1;1;2
12;11;8;2;2
12;12;8;1;1
12;14;1;1;3
12;14;3;1;2
12;15;6;1;1
12;17;1;2;1
12;17;10;1;1
12;17;10;1;2
12;18;1;2;1
12;18;9;1;1
12;19;5;1;2
12;20;1;1;1
12;20;2;1;1
12;20;7;3;1
12;20;9;2;1
12;21;3;1;2
12;21;12;3;1
12;22;8;4;1
12;22;11;1;1
12;23;1;1;1
12;24;7;1;3
12;24;11;1;1
12;25;2;1;1
12;25;3;1;2
12;26;7;1;1
12;26;9;1;3
12;26;11;1;1
12;27;1;2;1
12;27;4;1;1
12;27;10;1;1
12;28;1;1;1
12;29;5;1;2
12;29;10;2;2
12;30;5;1;2
12;30;8;1;1
12;31;12;1;1
13;1;3;1;1
13;1;12;1;1
13;1;12;1;2
13;2;4;1;1
13;2;6;1;1
13;3;3;1;2
13;3;4;1;1
13;3;5;1;1
13;3;7;1;1
13;3;11;1;2
13;4;5;1;1
13;4;7;1;2
13;4;9;1;1
13;5;10;1;1
13;6;2;1;1
13;6;11;1;1
13;7;3;1;3
13;8;1;1;1
13;8;5;1;1
13;8;7;1;1
13;8;9;1;2
13;9;1;1;1
13;9;2;1;1
13;9;3;1;1
13;9;3;2;2
13;9;8;1;1
13;9;8;1;2
13;9;9;3;1
13;10;3;1;3
13;10;10;1;1
13;10;12;1;2
13;11;1;1;2
13;11;5;1;2
13;11;12;1;1
13;11;12;1;3
13;12;2;1;1
13;13;4;1;2
13;14;11;1;1
13;14;12;1;2
13;15;3;1;1
13;15;3;1;2
13;15;8;1;1
13;15;11;1;1
13;15;11;1;2
13;15;12;1;2
13;16;4;1;2
13;17;8;1;2
13;17;10;2;2
13;17;12;1;1
13;18;10;1;1
13;19;1;1;2
13;19;3;1;1
13;19;9;1;1
13;19;9;1;3
13;19;12;1;2
13;20;5;1;2
13;20;7;1;1
13;20;9;1;1
13;20;11;1;1
13;21;6;1;2
13;21;9;1;2
13;21;10;1;1
13;22;2;1;1
13;22;10;1;1
13;23;3;1;2
13;23;8;1;1
13;23;9;1;1
13;24;2;2;1
13;24;5;1;1
13;25;1;1;1
13;25;5;1;1
13;25;5;1;2
13;25;7;1;1
13;25;8;1;1
13;25;10;1;2
13;26;1;1;2
13;26;7;1;2
13;26;8;1;1
13;27;7;1;2
13;27;10;1;2
13;27;12;1;2
13;28;1;1;2
13;28;7;1;2
13;29;3;1;2
13;29;9;1;3
13;29;10;1;1
13;30;5;1;2
13;31;5;1;1
13;31;8;1;3
13;31;10;1;2
14;9;8;1;1
14;12;3;1;1
14;18;9;1;1
14;21;7;1;1
14;25;8;1;2
15;1;10;1;2
15;4;11;1;2
15;8;10;1;1
15;9;2;1;1
15;9;4;1;1
15;10;3;1;2
15;10;11;1;1
15;11;1;4;1
15;11;1;2;2
15;14;3;1;1
15;17;5;1;1
15;19;10;1;1
15;22;7;2;1
15;23;6;1;1
15;24;5;2;2
15;25;8;1;1
15;26;3;1;1
15;29;10;1;2
16;6;12;2;1
16;14;5;1;1
16;20;12;1;1
16;22;1;1;2
16;22;10;1;1
16;23;3;1;1
16;23;10;2;1
16;30;1;1;1
16;31;1;1;1
17;1;2;2;2
17;2;1;1;1
17;2;6;1;2
17;2;10;2;1
17;2;12;1;1
17;3;1;1;1
17;3;2;1;1
17;3;6;1;1
17;3;10;1;2
17;3;12;1;1
17;4;3;1;1
17;4;12;1;1
17;5;4;1;1
17;5;7;1;1
17;6;3;1;2
17;6;8;1;1
17;6;9;1;1
17;6;11;1;1
17;6;12;1;1
17;6;12;1;2
17;7;1;1;3
17;7;2;1;1
17;7;5;1;1
17;7;7;1;1
17;7;11;1;2
17;8;2;1;1
17;8;6;1;1
17;8;9;1;1
17;8;12;1;2
17;9;7;2;1
17;9;8;1;2
17;9;8;1;3
17;9;10;1;1
17;9;11;1;1
17;10;7;2;2
17;10;8;1;1
17;11;4;1;1
17;11;5;1;1
17;11;8;1;2
17;11;9;1;1
17;11;12;1;1
17;12;1;1;2
17;12;9;1;1
17;13;2;1;1
17;13;10;1;1
17;14;9;1;1
17;14;9;1;2
17;14;12;2;1
17;15;3;1;2
17;15;8;1;1
17;15;11;1;1
17;15;12;4;1
17;16;4;1;1
17;17;1;1;1
17;17;2;1;1
17;18;1;1;1
17;18;3;1;2
17;18;12;1;1
17;19;10;1;1
17;19;10;1;3
17;20;3;1;1
17;20;5;1;2
17;20;7;1;1
17;20;10;1;1
17;21;2;1;3
17;21;4;1;1
17;21;8;1;2
17;21;10;1;1
17;22;7;1;2
17;22;8;1;1
17;23;7;2;2
17;23;11;1;1
17;24;6;1;1
17;24;9;1;2
17;24;10;1;1
17;25;1;1;1
17;26;1;1;2
17;26;12;1;2
17;27;1;1;2
17;27;5;1;1
17;27;6;1;1
17;27;8;1;1
17;27;9;1;1
17;27;12;1;2
17;28;1;1;1
17;28;4;1;1
17;28;8;1;2
17;29;3;1;3
17;29;4;1;1
17;29;7;1;2
17;29;8;1;1
17;29;11;1;2
17;29;12;1;1
17;30;5;1;2
17;30;10;1;1
17;31;1;1;1
17;31;7;1;1
18;1;2;1;1
18;1;7;1;1
18;1;9;1;1
18;1;10;1;1
18;1;11;1;1
18;2;2;2;1
18;2;7;1;1
18;2;8;1;1
18;2;10;2;1
18;3;6;2;1
18;3;8;1;1
18;3;12;1;1
18;4;1;2;1
18;4;1;1;2
18;4;2;1;1
18;4;4;1;2
18;4;8;1;1
18;4;12;1;2
18;5;6;1;1
18;5;7;1;1
18;5;8;1;1
18;5;8;1;2
18;5;9;1;2
18;5;10;1;1
18;5;11;1;1
18;6;1;1;1
18;6;2;2;1
18;6;5;1;1
18;6;5;1;2
18;6;6;1;1
18;6;7;2;1
18;6;7;1;2
18;6;9;2;1
18;6;11;1;2
18;7;2;1;1
18;7;9;1;1
18;7;11;1;1
18;8;3;1;1
18;8;4;1;1
18;8;6;1;1
18;8;7;1;1
18;8;8;1;1
18;8;9;1;1
18;8;12;1;1
18;9;2;1;1
18;9;6;1;1
18;9;8;1;1
18;9;9;1;2
18;9;11;1;1
18;10;3;1;1
18;10;4;2;1
18;10;6;2;1
18;10;7;2;1
18;10;10;1;1
18;10;11;1;1
18;10;12;1;2
18;11;8;1;1
18;11;9;2;1
18;11;10;1;1
18;11;10;1;2
18;11;11;1;1
18;11;11;1;2
18;12;1;1;1
18;12;2;1;1
18;12;4;1;1
18;12;7;1;2
18;12;11;1;1
18;13;2;2;1
18;13;2;1;2
18;13;3;1;2
18;13;4;1;1
18;13;5;1;1
18;13;8;1;1
18;13;12;1;1
18;14;4;1;2
18;14;7;1;1
18;14;8;2;1
18;14;11;3;1
18;14;12;2;1
18;15;2;1;1
18;15;4;1;1
18;15;6;1;1
18;15;9;1;2
18;16;3;2;1
18;16;6;2;1
18;16;12;1;2
18;17;7;1;1
18;17;8;1;3
18;17;9;1;3
18;17;10;1;1
18;18;1;1;1
18;18;3;1;1
18;18;4;1;2
18;18;5;2;1
18;18;6;2;1
18;18;9;2;1
18;18;10;1;1
18;18;11;1;1
18;18;12;1;1
18;19;11;1;1
18;20;5;1;1
18;20;7;1;1
18;20;8;1;1
18;20;9;1;1
18;20;9;1;2
18;20;12;1;1
18;21;1;2;1
18;21;3;1;1
18;21;4;1;1
18;21;5;1;1
18;21;6;1;2
18;21;8;2;1
18;21;11;1;1
18;22;2;3;1
18;22;4;1;1
18;22;7;1;1
18;22;8;1;1
18;22;9;2;1
18;22;10;1;1
18;22;12;1;1
18;23;1;1;1
18;23;2;1;1
18;23;3;2;1
18;23;7;1;1
18;23;8;1;1
18;23;9;1;1
18;24;2;1;1
18;24;5;2;1
18;24;6;1;3
18;24;7;1;3
18;24;8;1;1
18;24;11;1;2
18;24;12;3;2
18;24;12;1;3
18;25;2;1;1
18;25;3;1;1
18;25;4;1;1
18;25;6;1;1
18;25;7;1;1
18;26;2;2;1
18;26;4;1;2
18;26;5;1;1
18;26;6;1;1
18;26;7;1;2
18;26;9;1;1
18;26;12;1;1
18;27;1;1;1
18;27;6;2;1
18;27;7;1;2
18;27;8;1;1
18;27;10;1;1
18;27;11;1;1
18;28;3;2;1
18;28;5;1;1
18;28;6;1;1
18;29;1;1;1
18;29;3;1;1
18;29;5;1;2
18;29;9;1;1
18;29;12;1;1
18;30;1;1;1
18;30;7;1;1
18;30;8;1;1
18;30;11;4;1
18;30;11;1;2
18;31;7;2;1
18;31;8;2;1
19;2;8;1;3
19;2;10;1;1
19;4;6;1;1
19;5;9;1;1
19;7;9;1;2
19;8;10;1;1
19;15;2;1;1
19;23;11;1;1
19;25;3;1;1
19;25;10;1;1
19;27;2;1;1
19;30;1;1;2
19;30;8;1;1
20;1;1;1;1
20;1;2;2;1
20;1;5;2;1
20;1;6;1;2
20;1;11;1;2
20;1;12;1;1
20;2;4;1;1
20;2;6;1;1
20;2;12;1;1
20;3;1;2;1
20;3;2;1;1
20;3;4;1;1
20;3;9;1;1
20;3;11;1;1
20;3;12;1;1
20;4;1;1;1
20;4;5;2;2
20;4;9;1;1
20;4;11;1;2
20;5;1;1;1
20;5;3;1;1
20;5;3;1;3
20;5;7;1;2
20;5;9;1;2
20;5;12;1;1
20;5;12;1;2
20;6;3;1;1
20;6;5;1;1
20;6;7;1;1
20;6;12;1;1
20;7;2;3;1
20;7;5;3;1
20;7;8;1;1
20;7;11;2;1
20;7;12;1;1
20;8;4;1;2
20;8;5;1;1
20;8;8;1;2
20;8;11;1;1
20;8;12;1;1
20;8;12;1;2
20;9;3;1;2
20;9;3;1;3
20;9;6;1;2
20;9;7;1;2
20;9;9;2;1
20;9;9;1;2
20;10;6;1;1
20;10;8;1;1
20;10;9;1;1
20;10;10;1;1
20;10;11;3;1
20;11;1;1;1
20;11;3;1;1
20;11;3;1;2
20;11;4;1;1
20;11;5;1;1
20;11;6;1;2
20;11;9;1;1
20;11;9;1;2
20;11;10;1;2
20;11;12;1;1
20;11;12;1;2
20;12;1;2;1
20;12;9;2;1
20;12;10;1;1
20;13;1;1;1
20;13;3;1;1
20;13;4;1;1
20;13;5;1;2
20;13;6;1;1
20;13;8;1;1
20;13;11;1;1
20;13;12;1;1
20;14;2;1;1
20;14;3;1;1
20;14;10;2;1
20;14;11;2;1
20;15;1;1;1
20;15;2;1;1
20;15;4;1;1
20;15;12;1;2
20;16;8;1;1
20;16;10;1;1
20;16;11;1;2
20;17;1;1;1
20;17;2;1;1
20;17;5;1;3
20;17;8;1;1
20;17;11;1;1
20;18;1;4;1
20;18;2;2;1
20;18;6;1;1
20;18;9;1;3
20;19;1;1;2
20;19;2;1;1
20;19;4;1;1
20;19;5;1;1
20;19;5;1;2
20;19;7;1;1
20;19;9;1;1
20;19;11;1;1
20;20;1;1;1
20;20;2;1;1
20;20;3;1;1
20;20;4;3;3
20;21;3;1;1
20;21;8;2;1
20;21;9;2;1
20;21;9;3;3
20;21;11;1;1
20;22;1;1;2
20;22;3;1;2
20;22;5;1;1
20;22;7;1;1
20;22;12;1;1
20;23;2;3;1
20;23;4;1;1
20;23;8;1;2
20;23;11;1;2
20;24;1;1;1
20;24;1;1;2
20;24;4;1;1
20;24;6;1;1
20;24;6;1;3
20;24;8;1;3
20;24;10;1;1
20;25;1;1;1
20;25;2;1;1
20;25;2;2;2
20;25;9;2;1
20;25;10;1;1
20;25;12;2;1
20;26;2;1;1
20;26;8;1;1
20;26;9;1;2
20;26;11;1;1
20;26;12;2;1
20;27;1;1;2
20;27;10;2;1
20;28;4;1;1
20;28;6;1;2
20;28;12;1;1
20;29;4;1;1
20;29;6;1;1
20;29;8;1;1
20;29;10;1;1
20;30;6;1;1
20;30;12;2;1
20;31;1;1;1
20;31;5;1;1
20;31;10;1;1
21;6;10;1;1
21;13;10;1;1
21;19;8;1;1
22;1;7;1;1
22;6;9;1;3
22;7;1;1;1
22;7;5;1;1
22;8;1;1;2
22;9;10;1;1
22;19;9;1;1
22;20;1;1;1
22;20;12;1;1
22;24;1;1;2
22;27;1;1;1
22;27;9;1;1
22;29;8;1;1
22;30;4;1;1
22;30;5;1;1
