data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
19/09/2020;07:23:00;18;AC03 - Acidente sem VITIMA;322,3;Acessos Niterói;Norte;Colisão - Lateral;1;2;0;0;0;0;1
23/09/2020;18:33:00;98;AC03 - Acidente sem VITIMA;333,5;Emergência I;Norte;Colisão - Lateral;1;2;0;0;0;0;1
01/10/2020;11:15:00;39;AC02 - Acidente com VITIMA;325;Descida do Vão Central;Norte;Colisão - Lateral;1;0;8;0;0;0;1
01/10/2020;12:27:00;48;AC03 - Acidente sem VITIMA;330;Retão;Sul;Choque veículo parado na pista;2;2;0;0;0;0;1
05/10/2020;12:27:00;49;AC03 - Acidente sem VITIMA;331,5;Curvão;Norte;Colisão - Traseira;1;2;0;0;0;0;1
05/10/2020;14:42:00;64;AC02 - Acidente com VITIMA;323,2;Cajú;Norte;Engavetamento;1;0;17;0;0;0;1
07/10/2020;15:57:00;71;AC02 - Acidente com VITIMA;327;Subida do Vão Central;Norte;Choque veículo parado na pista;2;1;0;0;1;0;2
09/10/2020;18:05:00;95;AC02 - Acidente com VITIMA;333;Emergência II;Norte;Colisão - Traseira;1;0;4;0;0;0;1
15/10/2020;13:08:00;46;AC03 - Acidente sem VITIMA;322;Acessos Niterói;Norte;Colisão - Lateral;1;2;0;0;0;0;1
21/10/2020;07:17:00;21;AC03 - Acidente sem VITIMA;322,8;Praça de Pedágio;Norte;Colisão - Traseira;1;2;0;0;0;0;1
30/10/2020;17:42:00;88;AC03 - Acidente sem VITIMA;334;Emergência I;Norte;Colisão - Lateral;1;2;0;0;0;0;1
04/11/2020;12:09:00;55;AC02 - Acidente com VITIMA;327;Subida do Vão Central;Norte;Choque veículo parado na pista;1;1;1;0;0;0;1
12/11/2020;16:28:00;87;AC02 - Acidente com VITIMA;323,5;Cajú;Norte;Colisão - Lateral;1;0;0;1;0;0;2
12/11/2020;17:54:00;102;AC03 - Acidente sem VITIMA;322,4;Acessos Niterói;Norte;Colisão - Lateral;1;2;0;0;0;0;1
12/11/2020;20:17:00;138;AC03 - Acidente sem VITIMA;334;Emergência I;Norte;Colisão - Lateral;1;2;0;0;0;0;1
16/11/2020;15:49:00;90;AC02 - Acidente com VITIMA;323,5;Cajú;Norte;Engavetamento;1;0;9;0;0;0;1
16/11/2020;21:16:00;164;AC03 - Acidente sem VITIMA;331,8;Curvão;Norte;Colisão - Traseira;1;2;0;0;0;0;1
19/11/2020;08:07:00;21;AC03 - Acidente sem VITIMA;323,8;Cajú;Sul;Choque - Sinalização;1;1;0;0;0;0;1
19/11/2020;18:40:00;108;AC03 - Acidente sem VITIMA;333,6;Emergência I;Norte;Colisão - Lateral;1;2;0;0;0;0;1
20/11/2020;05:51:00;10;AC03 - Acidente sem VITIMA;321,9;Acessos Niterói;Norte;Choque - Sinalização;1;1;0;0;0;0;1
21/11/2020;07:03:00;17;AC02 - Acidente com VITIMA;330,5;Retão;Norte;Choque veículo parado na pista;1;0;4;0;0;0;1
23/11/2020;19:12:00;103;AC03 - Acidente sem VITIMA;326,7;Vão Central;Norte;Colisão - Traseira;2;3;0;0;0;0;1
25/11/2020;17:28:00;92;AC02 - Acidente com VITIMA;330,5;Retão;Sul;Colisão - Traseira;1;0;3;0;0;0;1
25/11/2020;20:37:00;111;AC02 - Acidente com VITIMA;321;Acessos Niterói;Norte;Colisão - Lateral;1;0;1;0;0;0;1
26/11/2020;08:04:00;23;AC03 - Acidente sem VITIMA;322,4;Acessos Niterói;Norte;Choque Praça;1;1;0;0;0;0;1
26/11/2020;14:02:00;82;AC03 - Acidente sem VITIMA;330;Retão;Norte;Engavetamento;1;3;0;0;0;0;1
30/11/2020;21:21:00;132;AC03 - Acidente sem VITIMA;333,1;Emergência I;Norte;Colisão - Traseira;1;2;0;0;0;0;1
12/12/2020;11:41:00;46;AC02 - Acidente com VITIMA;324,3;Cajú;Norte;Choque veículo parado na pista;1;0;3;0;0;0;1
24/12/2020;06:34:00;20;AC03 - Acidente sem VITIMA;322,4;Acessos Niterói;Norte;Colisão - Traseira;1;7;0;0;0;0;1
03/01/2021;08:45:00;21;AC02 - Acidente com VITIMA;332,6;Emergência II;Norte;Colisão - Traseira;2;2;2;0;0;0;1
05/01/2021;09:29:00;37;AC02 - Acidente com VITIMA;321;Acessos Niterói;Norte;Colisão - Lateral;1;0;2;0;0;0;1
09/01/2021;06:58:00;8;AC02 - Acidente com VITIMA;321;Acessos Niterói;Sul;Colisão - Traseira;1;0;2;0;0;0;1
16/01/2021;13:57:00;77;AC03 - Acidente sem VITIMA;322,4;Acessos Niterói;Norte;Choque - Sinalização;1;1;0;0;0;0;1
