data;horario;n_da_ocorrencia;tipo_de_ocorrencia;km;trecho;sentido;tipo_de_acidente;caminhao;ilesos;levemente_feridos;moderadamente_feridos;gravemente_feridos;mortos;3
30/08/2021;11:45:24;145;ac02 - Acidente com vítima;706;BR-365/MG;Oeste;Tombamento;1;0;;1;;;2
01/09/2021;17:58:47;269;ac03 - Acidente com vítima ilesa;88,95;BR-364/GO;Leste;Colisão Transversal;1;3;;;;;1
02/09/2021;20:32:12;291;ac02 - Acidente com vítima;89;BR-364/GO;Leste;Colisão Transversal;1;3;;1;;;2
02/09/2021;22:29:18;318;ac02 - Acidente com vítima;657,7;BR-365/MG;Oeste;Colisão lateral no mesmo sentido;1;1;1;;;;1
04/09/2021;02:12:07;16;ac03 - Acidente com vítima ilesa;827,4;BR-365/MG;Leste;Tombamento;1;1;;;;;1
04/09/2021;03:25:50;28;ac02 - Acidente com vítima;706;BR-365/MG;Oeste;Tombamento;1;1;1;;;;1
04/09/2021;06:21:17;45;ac03 - Acidente com vítima ilesa;633;BR-365/MG;Leste;Colisão Traseira;1;2;;;;;1
08/09/2021;21:35:56;337;ac02 - Acidente com vítima;19;BR-364/GO;Leste;Choque - Talude ou Barranco;1;0;3;;;;1
10/09/2021;15:51:12;207;ac03 - Acidente com vítima ilesa;729,7;BR-365/MG;Leste;Choque - Elemento de Drenagem;1;2;;;;;1
10/09/2021;16:20:43;216;ac03 - Acidente com vítima ilesa;704,35;BR-365/MG;Leste;Choque na praça ? submarino;1;1;;;;;1
13/09/2021;15:55:43;241;ac02 - Acidente com vítima;664,75;BR-365/MG;Oeste;Colisão Traseira;2;1;;;1;;2
14/09/2021;14:21:26;191;ac03 - Acidente com vítima ilesa;67,65;BR-364/GO;Leste;Tombamento;1;2;;;;;1
14/09/2021;16:10:04;223;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Leste;Choque - Elemento de Drenagem;1;1;;;;;1
14/09/2021;16:23:06;227;ac03 - Acidente com vítima ilesa;706;BR-365/MG;Leste;Choque - Sinalização;1;0;;;;;1
16/09/2021;21:00:57;392;ac03 - Acidente com vítima ilesa;16;BR-364/GO;Leste;Colisão lateral no mesmo sentido;1;3;;;;;1
17/09/2021;10:08:16;166;ac01 - Acidente com vitima fatal;670;BR-365/MG;Oeste;Engavetamento;7;7;;5;1;1;3
23/09/2021;13:53:20;227;ac03 - Acidente com vítima ilesa;649,8;BR-365/MG;Oeste;Tombamento;1;1;;;;;1
23/09/2021;16:42:10;273;ac03 - Acidente com vítima ilesa;5;BR-364/GO;Leste;Colisão Traseira;2;2;;;;;1
05/10/2021;23:26:17;372;ac03 - Acidente com vítima ilesa;120;BR-364/GO;Oeste;Tombamento;1;1;;;;;1
06/10/2021;21:36:40;387;ac02 - Acidente com vítima;147;BR-364/GO;Leste;Choque - New jersey;1;0;1;;;;1
07/10/2021;13:14:14;216;ac03 - Acidente com vítima ilesa;779,6;BR-365/MG;Oeste;Colisão Traseira;1;2;;;;;1
12/10/2021;19:44:53;259;ac02 - Acidente com vítima;706,5;BR-365/MG;Leste;Atropelamento - Pedestre;1;0;;;1;;2
14/10/2021;21:25:06;256;ac03 - Acidente com vítima ilesa;710;BR-365/MG;Leste;Colisão lateral no mesmo sentido;2;1;;;;;1
16/10/2021;05:04:05;22;ac03 - Acidente com vítima ilesa;100,5;BR-364/GO;Leste;Atropelamento de Animal;1;3;;;;;1
18/10/2021;12:54:36;183;ac03 - Acidente com vítima ilesa;706,5;BR-365/MG;Oeste;Colisão Traseira;2;2;;;;;1
19/10/2021;16:26:17;240;ac03 - Acidente com vítima ilesa;709,5;BR-365/MG;Oeste;Colisão lateral no sentido contrário;1;2;;;;;1
23/10/2021;11:46:30;153;ac03 - Acidente com vítima ilesa;650;BR-365/MG;Oeste;Tombamento;1;1;;;;;1
24/10/2021;05:52:13;37;ac02 - Acidente com vítima;661,6;BR-365/MG;Leste;Choque - Sinalização;1;0;1;;;;1
25/10/2021;11:07:59;136;ac03 - Acidente com vítima ilesa;749,9;BR-365/MG;Oeste;Tombamento;1;1;;;;;1
28/10/2021;13:33:57;193;ac03 - Acidente com vítima ilesa;649,5;BR-365/MG;Oeste;Engavetamento;2;5;;;;;1
30/10/2021;14:05:41;198;ac02 - Acidente com vítima;156,55;BR-364/GO;Leste;Engavetamento;1;3;1;;;;1
31/10/2021;14:53:20;177;ac01 - Acidente com vitima fatal;727,007;BR-365/MG;Leste;Colisão Frontal;1;1;;;;5;3
31/10/2021;15:28:05;182;ac03 - Acidente com vítima ilesa;725,5;BR-365/MG;Oeste;Colisão Traseira;1;2;;;;;1
10/11/2021;13:01:00;182;Sem vítima;40,400;BR-364/MG;Crescente;Choque;1;1;0;0;0;0;1
13/11/2021;16:51:00;250;Sem vítima;765,980;BR-365/MG;Decrescente;Colisão traseira;1;3;0;0;0;0;1
14/11/2021;11:13:00;121;Sem vítima;166,650;BR-364/MG;Crescente;Colisão lateral no mesmo sentido;2;4;0;0;0;0;1
24/11/2021;15:39:00;272;Com vítima;718,300;BR-365/MG;Decrescente;Tombamento;1;1;1;0;0;0;1
24/11/2021;16:05:00;281;Sem vítima;186,630;BR-364/MG;Crescente;Tombamento;1;1;0;0;0;0;1
25/11/2021;13:50:00;233;Sem vítima;32,950;BR-364/MG;Crescente;Choque;1;1;0;0;0;0;1
25/11/2021;19:24:00;348;Sem vítima;651,800;BR-365/MG;Crescente;Choque;1;1;0;0;0;0;1
27/11/2021;05:38:00;33;Sem vítima;706,000;BR-365/MG;Crescente;Colisão traseira;1;2;0;0;0;0;1
28/11/2021;05:29:00;30;Sem vítima;787,500;BR-365/MG;Decrescente;Choque;1;1;0;0;0;0;1
07/12/2021;08:13:00;70;Com vítima;182,220;BR-364/MG;Decrescente;Tombamento;1;0;1;0;0;0;1
11/12/2021;09:20:00;92;Sem vítima;627,070;BR-365/MG;Crescente;Colisão traseira;1;2;0;0;0;0;1
12/12/2021;22:51:00;271;Sem vítima;706,000;BR-365/MG;Crescente;Tombamento;1;1;0;0;0;0;1
14/12/2021;08:25:00;72;Sem vítima;171,540;BR-364/MG;Crescente;Colisão traseira;1;2;0;0;0;0;1
14/12/2021;12:08:00;158;Sem vítima;136,600;BR-364/MG;Decrescente;Colisão traseira;2;2;0;0;0;0;1
16/12/2021;00:09:00;1;Sem vítima;659,000;BR-365/MG;Decrescente;Choque;1;1;0;0;0;0;1
23/12/2021;03:22:00;21;Sem vítima;684,000;BR-365/MG;Decrescente;Colisão traseira;1;1;0;0;0;0;1
28/12/2021;10:47:00;137;Sem vítima;645,400;BR-365/MG;Decrescente;Choque;1;1;0;0;0;0;1
07/01/2022;03:48:00;12;Com vítima;739,400;BR-365/MG;Decrescente;Choque;1;0;1;0;0;0;1
12/01/2022;16:52:00;286;Sem vítima;20,000;BR-364/MG;Decrescente;Choque;1;1;0;0;0;0;1
19/01/2022;10:06:00;123;Com vítima;689,000;BR-365/MG;Decrescente;Colisão traseira;1;1;0;0;1;0;2
22/01/2022;23:07:00;295;Sem vítima;751,000;BR-365/MG;Decrescente;Choque;1;1;0;0;0;0;1
26/01/2022;10:52:00;135;Com vítima;160,180;BR-364/MG;Decrescente;Colisão traseira;1;3;1;0;0;0;1
30/01/2022;23:31:00;285;Sem vítima;726,800;BR-365/MG;Crescente;Capotamento;1;1;0;0;0;0;1
02/02/2022;11:37:00;156;Com vítima;750,800;BR-365/MG;Crescente;Engavetamento;1;1;0;1;0;0;2
03/02/2022;06:51:00;49;Sem vítima;673,000;BR-365/MG;Decrescente;Choque;1;1;0;0;0;0;1
08/02/2022;08:08:00;50;Sem vítima;736,750;BR-365/MG;Crescente;Engavetamento;1;4;0;0;0;0;1
