id_acidente_tip;dia;mes;qt_acidentes,id_risco
13;8;3;2;1
11;8;3;6;1
13;8;3;1;1
13;8;3;1;1
18;9;3;1;1
6;9;3;1;2
49;9;3;1;2
29;10;3;1;1
24;10;3;1;1
18;13;3;1;1
24;14;3;1;1
161;14;3;1;1
6;15;3;1;2
6;15;3;1;1
24;16;3;1;1
36;17;3;1;1
13;18;3;2;1
13;19;3;1;1
18;19;3;1;1
13;20;3;2;1
29;21;3;1;1
13;24;3;1;2
160;24;3;1;1
18;24;3;1;1
96;26;3;1;1
18;27;3;1;1
13;27;3;2;2
24;28;3;1;1
13;28;3;1;1
162;29;3;1;1
161;29;3;1;1
13;29;3;1;1
13;30;3;1;1
24;31;3;1;2
13;1;4;1;1
6;2;4;1;1
29;4;4;1;1
29;4;4;1;1
29;4;4;1;2
13;5;4;1;1
38;5;4;1;1
24;6;4;2;1
18;8;4;1;1
36;8;4;1;1
162;9;4;1;1
18;9;4;1;2
18;10;4;1;1
13;10;4;2;1
41;10;4;1;1
13;11;4;2;1
13;11;4;1;2
47;12;4;1;1
29;13;4;1;1
13;14;4;1;2
13;16;4;1;1
24;18;4;2;1
18;18;4;1;1
41;19;4;1;1
38;20;4;1;1
161;21;4;1;1
24;24;4;1;2
24;26;4;1;1
13;30;4;2;2
13;1;5;2;1
18;3;5;1;2
18;3;5;1;2
13;4;5;2;1
11;5;5;1;2
13;5;5;1;1
24;7;5;2;1
11;7;5;2;1
13;7;5;2;1
24;8;5;1;1
18;8;5;1;1
13;10;5;1;1
13;11;5;1;2
162;15;5;1;1
18;15;5;1;1
161;17;5;1;2
13;17;5;1;2
96;18;5;1;1
13;18;5;2;1
18;18;5;1;1
29;18;5;1;1
6;2;6;1;1
13;3;6;1;1
13;4;6;1;1
21;5;6;1;1
18;6;6;1;1
21;6;6;1;1
13;8;6;1;1
18;9;6;1;1
29;9;6;1;1
19;9;6;1;3
13;9;6;1;1
96;9;6;1;1
29;10;6;1;1
30;10;6;1;3
29;12;6;1;1
161;13;6;1;1
24;13;6;2;1
13;14;6;2;1
24;15;6;1;1
29;15;6;1;1
34;16;6;1;2
13;18;6;1;1
21;24;6;1;1
13;24;6;1;1
19;25;6;1;2
18;26;6;1;1
96;26;6;1;1
13;27;6;2;1
24;27;6;1;1
45;27;6;1;1
24;28;6;1;2
18;28;6;1;1
24;28;6;1;1
30;29;6;1;2
13;29;6;2;1
18;29;6;2;1
36;30;6;1;1
24;2;7;1;1
13;2;7;2;2
6;3;7;1;1
19;4;7;1;2
13;5;7;1;1
24;5;7;1;1
161;6;7;1;1
21;6;7;1;1
13;6;7;2;2
13;7;7;2;1
30;8;7;1;1
13;9;7;1;1
18;11;7;3;1
13;12;7;1;1
13;17;7;2;1
24;17;7;2;1
24;18;7;2;1
36;19;7;1;1
24;19;7;1;1
29;20;7;1;1
36;20;7;1;1
29;21;7;1;1
18;22;7;1;2
47;22;7;1;1
13;23;7;2;1
18;24;7;1;1
30;24;7;1;2
30;24;7;2;2
29;24;7;1;1
13;27;7;1;1
6;28;7;1;2
13;29;7;2;1
29;29;7;1;1
34;31;7;1;1
13;31;7;1;1
38;31;7;1;1
161;31;7;1;1
18;1;8;1;1
18;3;8;1;1
13;4;8;1;1
96;4;8;1;1
40;4;8;1;3
18;5;8;1;1
36;5;8;1;1
24;6;8;1;1
13;6;8;1;2
24;7;8;2;1
30;7;8;1;3
13;9;8;1;1
13;10;8;1;1
13;10;8;1;1
13;11;8;2;1
24;12;8;1;2
13;13;8;2;2
13;13;8;2;1
18;13;8;1;2
29;14;8;1;1
29;15;8;1;1
36;17;8;1;1
13;17;8;2;1
29;18;8;1;1
13;23;8;2;1
13;23;8;1;1
24;23;8;1;1
24;24;8;1;1
13;25;8;2;2
13;27;8;1;1
18;29;8;1;1
13;30;8;1;1
18;30;8;1;1
38;31;8;1;1
13;1;9;1;1
13;3;9;2;1
18;4;9;1;1
30;5;9;2;1
18;5;9;1;1
13;5;9;2;1
13;5;9;2;1
161;6;9;1;2
24;6;9;1;1
161;6;9;1;1
13;7;9;1;1
6;8;9;1;2
18;8;9;1;1
47;10;9;1;1
49;10;9;1;1
30;10;9;1;1
13;11;9;2;1
18;14;9;1;1
34;18;9;1;1
30;18;9;1;2
41;20;9;2;1
13;23;9;2;2
24;24;9;1;1
24;24;9;1;1
32;24;9;1;1
36;24;9;1;1
13;25;9;1;1
18;25;9;1;1
18;25;9;1;1
13;26;9;1;1
13;26;9;1;2
13;28;9;1;1
24;28;9;1;1
30;29;9;2;1
13;30;9;1;1
13;30;9;1;2
13;30;9;2;1
13;1;10;1;1
24;4;10;1;1
24;4;10;1;1
18;5;10;1;1
18;6;10;1;1
13;8;10;2;1
161;9;10;2;1
41;10;10;1;1
18;11;10;1;1
36;12;10;1;1
18;16;10;1;1
6;17;10;1;2
24;18;10;2;1
24;18;10;1;1
13;18;10;2;1
24;19;10;1;1
18;20;10;1;1
30;21;10;1;2
24;22;10;1;1
18;22;10;1;2
24;22;10;1;1
30;23;10;1;3
30;23;10;2;1
24;24;10;1;1
18;24;10;1;1
18;24;10;1;1
18;25;10;1;1
29;25;10;1;1
29;25;10;1;1
29;25;10;1;1
18;25;10;3;1
18;25;10;1;1
13;26;10;2;1
18;27;10;1;1
13;27;10;1;2
29;27;10;1;1
18;27;10;1;1
13;28;10;1;1
13;29;10;2;1
13;30;10;1;1
13;31;10;1;1
19;1;11;2;2
13;1;11;1;2
13;1;11;2;2
29;3;11;1;1
161;4;11;1;1
18;5;11;1;1
18;5;11;1;2
13;5;11;1;3
34;6;11;1;1
30;6;11;1;1
13;6;11;1;1
34;9;11;1;1
18;9;11;1;1
29;9;11;1;1
36;9;11;1;1
18;10;11;1;1
13;10;11;1;1
13;13;11;1;1
29;13;11;1;1
32;13;11;1;1
41;14;11;1;1
29;14;11;1;1
24;15;11;1;1
36;15;11;1;1
13;16;11;1;2
24;18;11;1;1
18;18;11;1;3
18;19;11;1;1
162;20;11;1;1
48;20;11;2;1
29;20;11;1;1
24;21;11;1;1
19;22;11;1;2
21;22;11;1;1
29;23;11;1;1
13;25;11;1;1
13;26;11;1;1
13;27;11;2;1
34;27;11;1;1
13;27;11;2;1
36;28;11;1;1
13;28;11;1;1
18;29;11;1;1
13;29;11;2;1
29;30;11;1;1
13;30;11;1;1
6;1;12;1;2
24;1;12;2;1
18;2;12;1;1
24;3;12;1;1
162;4;12;1;1
24;4;12;1;1
24;6;12;2;1
18;6;12;1;1
18;8;12;1;1
18;9;12;1;1
13;10;12;1;1
13;12;12;1;1
38;12;12;1;1
96;13;12;1;1
24;13;12;2;1
24;14;12;2;1
13;15;12;1;2
29;16;12;1;1
13;18;12;1;1
6;19;12;1;2
30;19;12;1;1
13;20;12;2;1
13;20;12;2;1
13;20;12;1;1
161;21;12;1;1
24;23;12;1;1
30;25;12;1;1
18;27;12;1;1
13;28;12;1;2
161;30;12;1;1
13;4;2;2;1
34;4;2;1;1
13;4;2;1;1
18;4;2;1;1
18;5;2;1;1
24;6;2;1;1
30;8;2;1;1
13;9;2;1;1
18;10;2;1;1
24;11;2;2;1
13;11;2;2;1
18;12;2;1;1
18;12;2;1;1
24;13;2;1;1
13;13;2;1;1
18;13;2;1;1
13;14;2;1;1
48;14;2;1;1
13;15;2;2;1
29;15;2;1;1
29;16;2;1;1
18;17;2;1;1
13;17;2;1;1
21;17;2;1;1
18;19;2;1;1
13;19;2;2;2
29;20;2;1;1
36;21;2;1;1
13;21;2;2;1
11;21;2;3;1
13;22;2;1;1
29;23;2;1;1
13;24;2;1;2
29;26;2;1;1
29;27;2;1;1
18;28;2;1;1
38;28;2;1;2
13;2;1;1;1
13;3;1;1;1
18;4;1;1;1
41;4;1;1;1
13;5;1;1;1
13;7;1;1;1
13;7;1;1;1
24;8;1;1;1
24;9;1;1;1
162;9;1;1;1
6;9;1;1;1
161;10;1;1;2
24;10;1;1;1
18;11;1;1;1
41;12;1;1;1
24;12;1;1;1
13;12;1;1;2
13;14;1;1;1
13;15;1;1;1
13;15;1;1;1
30;16;1;1;1
18;17;1;1;1
24;17;1;1;1
49;18;1;1;2
18;19;1;1;2
18;19;1;1;1
18;20;1;1;1
13;21;1;1;1
160;21;1;1;1
13;22;1;1;2
13;25;1;1;1
18;25;1;1;1
24;25;1;1;1
96;26;1;1;1
13;26;1;2;1
24;29;1;1;1
18;30;1;1;2
13;31;1;2;2
49;1;3;1;1
36;1;3;1;1
38;2;3;1;1
49;6;3;1;2
13;7;3;1;1
6;9;3;1;1
13;9;3;1;1
24;10;3;1;1
18;11;3;1;1
13;11;3;2;1
18;12;3;1;1
24;13;3;2;1
161;14;3;1;1
161;14;3;1;1
24;15;3;2;1
13;15;3;1;1
21;16;3;1;1
96;17;3;1;1
30;17;3;1;1
24;17;3;1;1
18;19;3;1;1
161;20;3;1;1
34;21;3;1;1
24;23;3;1;1
30;23;3;1;2
30;25;3;1;1
13;25;3;2;1
18;28;3;1;1
18;29;3;1;1
6;29;3;1;2
13;29;3;1;1
18;31;3;1;1
13;1;4;1;1
49;2;4;2;1
13;2;4;1;2
13;2;4;1;2
29;4;4;1;1
162;6;4;1;1
13;7;4;2;1
18;8;4;1;1
13;9;4;1;2
36;11;4;1;1
13;11;4;2;1
18;12;4;1;1
36;13;4;1;2
29;16;4;1;1
18;18;4;1;1
13;19;4;2;1
13;21;4;1;2
13;22;4;2;1
24;25;4;2;1
18;25;4;1;1
29;25;4;1;1
38;25;4;1;2
13;26;4;2;1
18;27;4;1;2
35;27;4;1;1
18;29;4;1;2
24;29;4;1;1
18;30;4;2;1
24;2;5;1;1
13;5;5;2;2
24;7;5;1;1
24;7;5;1;1
18;8;5;1;1
18;8;5;1;1
11;9;5;1;1
13;9;5;2;1
13;9;5;1;1
13;10;5;1;1
18;10;5;1;1
13;13;5;2;1
13;13;5;2;1
13;13;5;2;1
13;14;5;1;1
30;14;5;1;1
34;16;5;1;2
13;21;5;2;1
161;22;5;1;1
18;24;5;1;1
18;25;5;1;1
13;25;5;1;1
29;25;5;1;1
6;25;5;1;1
6;25;5;1;2
13;27;5;1;1
30;27;5;1;1
24;27;5;1;1
30;28;5;1;2
6;31;5;1;1
18;3;6;1;1
24;4;6;2;1
24;4;6;1;1
24;4;6;1;1
19;4;6;1;2
49;6;6;1;1
18;10;6;1;1
13;10;6;1;1
24;12;6;1;1
48;13;6;1;2
13;14;6;1;2
161;16;6;1;1
18;18;6;1;1
13;22;6;2;1
13;23;6;2;1
29;24;6;1;1
18;27;6;1;1
13;28;6;1;1
24;28;6;1;1
30;29;6;1;1
30;5;9;1;1
13;5;9;1;1
18;6;9;1;1
30;8;9;1;1
18;10;9;1;1
13;12;9;1;1
24;13;9;1;1
13;14;9;1;1
13;17;9;2;1
6;20;9;1;1
13;20;9;1;1
29;22;9;1;1
18;23;9;1;1
24;23;9;2;2
13;24;9;2;1
13;24;9;1;1
41;24;9;1;1
13;25;9;2;1
24;25;9;1;1
24;25;9;1;1
29;26;9;1;1
13;26;9;2;2
24;2;8;1;1
13;3;8;1;1
24;4;8;1;2
161;6;8;1;1
24;6;8;1;1
36;7;8;1;1
18;7;8;1;1
13;7;8;2;1
18;8;8;1;1
41;8;8;1;1
13;8;8;2;1
29;11;8;1;1
30;13;8;1;2
24;14;8;1;1
13;14;8;2;1
13;15;8;1;1
24;15;8;2;1
13;16;8;2;1
18;16;8;1;1
18;16;8;1;1
21;22;8;1;1
21;22;8;1;1
13;24;8;2;1
18;24;8;1;2
30;24;8;1;1
30;27;8;1;1
13;29;8;1;1
29;30;8;1;1
18;30;8;1;1
18;30;8;1;1
19;31;8;1;3
6;31;8;1;3
24;1;7;1;1
13;2;7;1;1
18;4;7;1;1
24;6;7;1;1
19;6;7;1;1
13;8;7;1;2
36;10;7;1;1
18;11;7;1;1
30;11;7;1;1
13;12;7;2;1
13;13;7;2;1
18;18;7;1;1
24;19;7;1;2
13;22;7;1;1
24;23;7;1;1
162;25;7;1;1
13;26;7;2;1
13;26;7;1;1
29;28;7;1;1
13;29;7;2;2
24;29;7;1;1
24;31;7;1;2
18;3;10;1;3
13;4;10;2;2
36;6;10;1;1
24;7;10;1;2
18;7;10;1;1
34;10;10;1;1
13;11;10;1;1
11;11;10;3;1
13;11;10;1;2
13;12;10;2;1
18;12;10;1;1
29;12;10;1;1
36;12;10;1;1
30;13;10;1;1
13;13;10;1;3
27;14;10;1;1
13;15;10;1;1
18;16;10;1;1
13;16;10;1;1
29;17;10;1;1
24;19;10;1;1
11;20;10;1;1
161;20;10;1;1
18;21;10;1;1
18;23;10;1;1
24;23;10;1;1
24;24;10;1;3
13;24;10;1;1
41;27;10;1;2
13;28;10;1;1
161;29;10;1;1
36;29;10;1;1
13;29;10;1;1
13;29;10;1;1
13;1;11;1;1
30;2;11;1;1
30;3;11;1;1
13;5;11;1;1
13;6;11;2;1
13;7;11;2;1
29;10;11;1;1
64;11;11;1;1
163;14;11;1;1
41;14;11;1;1
36;15;11;1;1
13;15;11;1;1
55;16;11;1;1
18;18;11;1;1
49;20;11;1;1
13;20;11;1;1
6;20;11;1;1
18;20;11;1;1
19;21;11;1;1
48;23;11;2;1
165;23;11;1;1
161;23;11;1;1
29;23;11;1;1
161;24;11;1;1
19;25;11;1;3
161;25;11;1;1
13;26;11;1;1
18;27;11;1;1
36;28;11;1;1
161;28;11;1;1
18;28;11;1;1
13;29;11;2;2
30;29;11;1;2
36;2;12;1;1
96;2;12;1;1
18;2;12;1;1
13;2;12;2;1
13;3;12;1;1
13;3;12;1;1
13;4;12;2;2
18;4;12;1;1
18;5;12;1;1
161;5;12;1;1
18;5;12;1;1
96;6;12;1;1
13;6;12;2;1
55;7;12;2;1
18;8;12;1;1
29;8;12;1;1
164;8;12;2;1
29;10;12;1;1
18;10;12;1;1
18;11;12;1;2
6;11;12;1;1
29;11;12;1;1
13;12;12;1;1
13;12;12;1;1
18;19;12;1;1
13;19;12;1;1
161;20;12;1;1
13;20;12;2;1
24;20;12;1;1
96;20;12;1;1
13;20;12;1;1
29;23;12;1;2
18;24;12;1;1
18;26;12;1;1
18;26;12;1;1
24;28;12;1;1
13;1;3;2;1
13;1;3;1;1
13;1;3;1;1
13;3;3;1;1
6;3;3;1;2
13;4;3;2;1
13;4;3;1;1
55;6;3;1;1
13;7;3;1;2
18;9;3;1;1
161;10;3;1;1
13;10;3;1;1
24;11;3;1;1
13;12;3;1;1
163;14;3;1;1
13;14;3;1;1
161;15;3;1;1
161;15;3;1;1
13;16;3;2;1
18;17;3;1;1
30;17;3;1;1
13;17;3;1;1
49;17;3;1;1
13;18;3;2;1
40;18;3;1;3
36;21;3;1;1
18;24;3;1;1
30;24;3;2;2
13;24;3;1;2
19;24;3;1;3
30;25;3;1;1
13;26;3;1;2
13;26;3;2;2
13;26;3;2;1
29;29;3;1;1
55;31;3;1;1
18;31;3;1;1
24;2;1;1;1
24;2;1;1;1
24;3;1;1;1
19;3;1;1;1
18;3;1;1;1
13;7;1;2;2
161;7;1;1;1
6;8;1;1;1
24;16;1;1;1
18;16;1;1;1
18;19;1;1;1
13;20;1;1;2
18;21;1;1;1
29;22;1;1;1
24;22;1;1;1
165;22;1;1;1
36;23;1;1;1
18;23;1;1;1
161;24;1;1;1
13;24;1;1;1
29;25;1;1;1
24;25;1;1;1
24;27;1;1;1
29;28;1;2;1
18;28;1;1;1
13;28;1;1;1
13;28;1;2;3
29;29;1;1;1
36;30;1;1;1
24;30;1;3;1
18;31;1;1;3
13;4;2;1;2
29;5;2;1;1
29;6;2;1;1
161;7;2;1;1
21;7;2;1;1
36;9;2;1;1
34;9;2;1;1
13;10;2;1;1
13;11;2;2;1
18;13;2;1;1
13;13;2;1;1
55;13;2;1;1
11;14;2;1;1
18;14;2;1;1
13;14;2;1;1
36;14;2;1;1
18;15;2;1;1
18;15;2;1;1
161;17;2;1;1
24;19;2;1;1
13;20;2;1;1
29;20;2;1;1
162;21;2;1;1
18;21;2;1;1
21;22;2;1;1
161;25;2;1;1
13;26;2;1;2
29;27;2;1;1
161;27;2;1;1
13;27;2;1;1
21;27;2;1;1
161;28;2;1;1
13;28;2;1;1
34;1;4;1;1
29;2;4;1;1
30;8;4;1;1
50;8;4;2;2
21;8;4;1;1
13;9;4;1;2
18;11;4;1;2
164;13;4;1;1
166;15;4;1;1
18;15;4;1;1
13;17;4;2;3
18;18;4;1;1
34;20;4;1;1
29;20;4;1;1
18;21;4;1;1
18;27;4;1;1
29;29;4;1;1
29;29;4;1;1
34;3;5;1;1
13;6;5;2;1
13;8;5;1;1
29;9;5;1;1
13;9;5;1;1
13;11;5;1;1
6;11;5;1;2
18;11;5;1;3
18;12;5;1;2
165;13;5;1;1
18;13;5;1;1
58;13;5;1;1
18;14;5;1;1
18;15;5;1;1
13;15;5;2;2
18;17;5;1;1
164;18;5;1;1
18;19;5;1;1
55;19;5;1;1
13;20;5;1;2
30;21;5;1;3
36;22;5;1;1
55;22;5;1;1
30;22;5;1;1
29;23;5;1;1
13;25;5;2;1
166;26;5;1;1
163;26;5;1;1
18;27;5;1;2
55;27;5;1;1
50;27;5;1;1
18;28;5;1;1
13;29;5;2;1
13;29;5;1;1
11;29;5;2;1
21;30;5;1;1
21;2;6;1;1
166;3;6;1;1
36;6;6;1;1
55;7;6;1;1
18;7;6;1;1
21;7;6;1;1
13;10;6;2;1
55;10;6;1;1
13;11;6;1;1
34;11;6;1;1
55;11;6;1;1
18;11;6;1;1
19;12;6;1;2
13;12;6;2;2
13;12;6;1;1
18;13;6;1;1
13;15;6;1;1
18;15;6;1;1
30;15;6;1;1
13;16;6;2;1
29;16;6;1;1
55;17;6;2;1
13;20;6;1;1
18;20;6;1;1
18;21;6;1;1
30;22;6;1;2
18;23;6;1;1
13;23;6;1;1
13;25;6;2;2
55;25;6;1;1
55;26;6;1;2
18;26;6;1;1
13;29;6;1;2
55;30;6;1;1
18;3;7;1;1
18;7;7;1;1
55;8;7;2;1
18;8;7;1;1
55;8;7;1;1
6;8;7;1;1
13;10;7;1;1
13;10;7;1;1
18;10;7;1;2
18;12;7;1;2
18;13;7;1;1
165;15;7;1;1
58;15;7;2;1
55;16;7;2;1
55;16;7;1;1
13;17;7;1;1
47;17;7;1;1
55;18;7;1;1
165;18;7;1;1
13;18;7;1;2
6;20;7;1;1
18;22;7;1;1
29;23;7;2;1
166;23;7;1;1
18;23;7;1;1
6;25;7;1;1
13;26;7;2;1
13;27;7;2;1
13;29;7;2;1
11;30;7;3;2
13;2;8;1;1
36;2;8;1;1
13;3;8;1;1
49;4;8;1;1
55;4;8;1;1
58;6;8;1;1
18;6;8;1;1
13;7;8;1;1
18;9;8;1;1
13;9;8;1;1
55;11;8;1;1
55;13;8;1;1
163;15;8;1;3
6;15;8;1;1
164;15;8;1;1
55;16;8;1;1
55;17;8;2;1
13;18;8;2;2
18;19;8;1;1
18;19;8;1;1
55;20;8;1;1
18;21;8;1;1
64;21;8;1;3
13;25;8;1;1
18;25;8;1;1
164;26;8;1;1
18;26;8;1;1
164;26;8;1;1
6;26;8;1;1
13;28;8;1;2
18;29;8;1;1
55;29;8;1;1
21;30;8;1;1
13;30;8;2;1
35;1;9;1;1
18;1;9;1;1
18;2;9;1;1
13;3;9;1;1
13;3;9;2;1
13;3;9;2;1
55;4;9;1;1
29;4;9;1;1
13;5;9;2;1
13;5;9;1;1
18;6;9;1;2
55;6;9;1;2
55;8;9;1;1
55;8;9;1;1
41;8;9;1;1
13;9;9;1;1
164;11;9;1;1
55;11;9;1;1
164;12;9;1;1
13;15;9;2;1
41;16;9;1;2
29;16;9;1;1
13;17;9;1;1
18;18;9;1;2
13;18;9;1;1
13;18;9;1;2
166;18;9;1;1
13;18;9;1;1
13;20;9;1;1
18;22;9;1;1
13;22;9;1;1
163;23;9;1;1
55;24;9;1;1
13;25;9;1;1
55;25;9;1;1
13;25;9;1;1
18;27;9;1;1
30;28;9;2;1
18;29;9;1;1
13;29;9;2;1
6;29;9;1;3
13;30;9;2;1
29;1;10;1;1
29;2;10;1;2
34;3;10;1;1
18;3;10;1;1
41;4;10;1;2
13;5;10;2;1
58;7;10;1;1
13;8;10;2;1
13;8;10;1;2
18;13;10;1;1
13;14;10;2;1
55;15;10;1;1
29;15;10;1;1
41;16;10;1;1
13;16;10;1;1
166;16;10;1;1
36;16;10;1;1
11;17;10;2;1
18;17;10;1;1
165;20;10;1;1
166;20;10;1;1
55;20;10;1;1
13;20;10;2;1
13;20;10;2;2
163;21;10;1;1
13;22;10;2;1
36;23;10;1;1
13;25;10;2;1
30;26;10;1;1
55;27;10;2;1
41;28;10;1;1
166;28;10;1;1
13;29;10;2;2
13;30;10;1;2
18;30;10;1;1
13;30;10;2;1
55;30;10;2;1
18;30;10;1;3
29;31;10;1;1
13;31;10;1;1
13;31;10;2;1
55;31;10;1;1
163;1;11;1;1
13;3;11;2;1
55;4;11;1;1
11;6;11;2;1
36;7;11;1;1
164;7;11;1;2
13;7;11;1;1
166;9;11;1;2
13;11;11;2;2
13;11;11;1;1
11;12;11;1;2
13;12;11;1;1
18;12;11;1;1
13;13;11;1;1
164;13;11;1;1
13;13;11;1;3
13;13;11;2;1
55;13;11;1;1
13;14;11;1;3
11;15;11;2;2
29;16;11;1;1
13;18;11;2;2
29;20;11;1;1
163;21;11;1;1
13;22;11;1;2
55;22;11;1;1
55;23;11;1;1
13;24;11;2;1
13;24;11;1;1
164;25;11;1;1
18;26;11;2;1
55;26;11;2;1
29;27;11;1;1
55;29;11;1;1
166;30;11;1;1
48;30;11;1;2
13;1;12;2;1
18;1;12;1;1
18;3;12;1;1
13;4;12;1;2
163;6;12;1;1
13;6;12;1;3
18;6;12;1;1
18;8;12;1;1
30;8;12;1;1
166;9;12;1;1
55;9;12;2;1
18;10;12;1;2
13;10;12;1;1
55;11;12;1;1
36;12;12;1;1
36;14;12;1;1
46;15;12;1;2
13;16;12;2;1
164;16;12;1;2
55;18;12;1;1
35;19;12;1;2
30;19;12;1;1
35;21;12;1;1
164;21;12;1;1
164;21;12;1;1
13;22;12;2;1
13;23;12;2;1
18;28;12;1;1
170;29;12;1;1
34;29;12;1;1
170;29;12;1;1
18;30;12;1;1
19;1;1;1;2
18;4;1;1;2
13;6;1;1;1
13;6;1;2;1
55;7;1;1;1
55;8;1;1;1
18;10;1;1;1
36;10;1;1;1
13;12;1;2;1
36;12;1;1;1
34;12;1;1;2
64;12;1;1;3
49;12;1;1;1
18;13;1;1;1
19;13;1;1;3
13;13;1;2;1
13;13;1;1;1
58;14;1;1;1
18;15;1;1;1
13;15;1;1;1
13;16;1;1;1
58;17;1;2;1
18;18;1;1;1
166;19;1;1;1
18;19;1;1;2
13;20;1;1;1
170;22;1;1;1
55;22;1;1;1
55;22;1;1;1
13;22;1;2;1
13;23;1;1;1
13;23;1;1;3
166;26;1;1;2
165;27;1;1;1
13;27;1;1;2
13;29;1;1;1
13;30;1;2;2
36;30;1;1;1
35;30;1;1;1
163;1;2;1;1
49;2;2;1;2
11;3;2;2;1
30;5;2;1;1
166;5;2;1;1
6;6;2;1;1
11;6;2;1;1
163;7;2;1;1
64;7;2;1;3
11;8;2;1;2
164;8;2;1;2
164;9;2;1;1
166;9;2;1;1
36;9;2;1;2
58;9;2;1;2
13;11;2;2;2
49;11;2;2;1
49;11;2;1;1
21;12;2;1;1
11;12;2;2;1
166;12;2;1;2
35;13;2;1;1
166;16;2;1;1
55;16;2;1;1
13;16;2;1;1
49;18;2;1;2
49;18;2;1;2
48;18;2;2;1
55;19;2;1;1
55;19;2;1;1
13;19;2;2;1
30;21;2;1;2
13;22;2;1;1
166;22;2;1;1
13;22;2;2;1
64;23;2;1;2
13;23;2;2;1
6;24;2;1;1
18;25;2;1;1
165;25;2;1;1
55;25;2;1;1
13;25;2;2;1
13;26;2;1;1
36;26;2;1;1
163;27;2;1;1
18;27;2;1;1
30;1;3;1;1
55;2;3;1;1
13;2;3;2;1
13;2;3;1;1
35;3;3;1;1
36;3;3;1;1
13;4;3;1;1
36;4;3;1;1
18;4;3;1;1
36;5;3;1;1
166;6;3;1;2
55;7;3;1;1
55;10;3;1;1
13;11;3;1;2
170;11;3;1;1
13;11;3;1;3
164;12;3;1;2
36;12;3;1;1
55;12;3;2;1
49;14;3;1;1
165;15;3;1;1
36;15;3;1;1
163;16;3;1;2
166;16;3;1;1
164;17;3;1;3
55;18;3;1;1
48;18;3;1;1
13;18;3;2;1
18;19;3;1;1
13;19;3;2;2
36;19;3;1;2
166;19;3;1;1
55;19;3;1;1
166;22;3;1;1
48;22;3;1;1
55;23;3;1;1
13;24;3;1;1
13;25;3;1;1
35;25;3;1;1
13;27;3;1;1
168;28;3;2;3
165;28;3;1;1
18;29;3;1;1
13;29;3;1;1
13;1;4;1;1
30;3;4;1;2
55;4;4;1;2
163;6;4;1;1
18;6;4;1;1
49;10;4;1;1
36;12;4;1;1
18;13;4;1;1
13;17;4;1;1
58;18;4;1;2
21;22;4;1;1
55;23;4;1;1
21;26;4;1;1
11;27;4;1;1
13;29;4;1;3
55;30;4;1;1
55;3;5;1;1
6;4;5;1;1
18;5;5;1;1
13;6;5;1;1
170;7;5;1;1
55;7;5;2;1
49;7;5;1;1
18;7;5;1;1
163;9;5;1;2
55;9;5;1;1
18;9;5;1;1
13;10;5;2;1
13;11;5;2;1
58;11;5;1;1
13;11;5;1;1
170;13;5;1;1
18;14;5;1;1
36;15;5;1;1
13;15;5;1;1
163;15;5;1;1
13;16;5;1;1
55;17;5;1;1
55;17;5;1;1
18;17;5;1;1
55;19;5;2;1
30;19;5;1;1
18;20;5;1;2
163;21;5;1;1
166;21;5;1;1
35;21;5;1;1
18;21;5;1;1
163;22;5;1;1
13;22;5;1;1
13;23;5;1;1
36;23;5;1;1
163;23;5;1;1
18;24;5;1;1
6;24;5;1;1
55;24;5;1;1
13;24;5;2;1
13;24;5;2;1
18;25;5;1;1
35;25;5;1;1
13;25;5;1;3
18;26;5;1;1
13;26;5;1;1
36;27;5;1;1
166;29;5;1;1
55;30;5;1;1
55;30;5;2;1
35;30;5;1;1
35;31;5;1;1
55;31;5;1;1
13;1;6;2;1
13;2;6;1;1
170;2;6;1;1
13;2;6;1;2
18;3;6;1;1
13;3;6;1;2
13;4;6;2;3
55;4;6;1;1
55;5;6;1;1
18;5;6;1;1
13;5;6;1;1
55;6;6;1;1
170;7;6;1;1
13;10;6;2;1
18;10;6;1;1
55;10;6;1;1
35;11;6;1;1
36;11;6;1;2
55;12;6;2;1
35;12;6;1;1
18;14;6;1;2
55;14;6;2;1
21;15;6;1;1
165;15;6;1;1
165;15;6;1;1
18;15;6;1;1
55;16;6;2;1
13;16;6;1;1
13;19;6;2;1
13;21;6;1;1
40;22;6;1;2
18;23;6;1;1
13;23;6;2;1
13;25;6;2;1
55;25;6;1;1
18;25;6;1;2
170;27;6;1;1
30;27;6;1;1
13;30;6;2;2
64;1;7;1;2
13;1;7;2;1
21;1;7;1;1
13;2;7;1;1
18;4;7;1;2
164;4;7;1;1
13;4;7;2;1
170;4;7;1;1
55;9;7;1;1
13;11;7;1;1
55;12;7;1;1
170;13;7;1;1
18;13;7;1;1
13;13;7;2;3
13;14;7;1;2
13;15;7;3;1
165;17;7;1;1
21;21;7;1;1
55;21;7;1;1
13;22;7;2;2
18;23;7;1;1
55;24;7;1;1
163;28;7;1;1
55;29;7;2;1
30;30;7;2;1
13;30;7;2;1
18;31;7;1;1
18;31;7;1;1
36;31;7;1;2
13;1;8;2;2
13;3;8;1;1
36;4;8;1;1
18;4;8;1;1
58;4;8;1;1
55;5;8;1;1
18;6;8;1;1
55;6;8;1;1
163;7;8;1;1
165;8;8;1;1
30;9;8;1;1
13;11;8;1;2
164;11;8;1;1
34;13;8;1;2
13;13;8;2;2
36;13;8;1;1
